,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
463,The essays about science do disgust that legislature.,The essays about science does disgust that legislature.,The essays about science,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,463,yourself
464,The brochure about the Impressionists isn't upsetting Caroline.,The brochure about the Impressionists weren't upsetting Caroline.,The brochure about the Impressionists,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,464,д
465,The sisters of Tammy clean a lake.,The sisters of Tammy cleans a lake.,The sisters of Tammy,clean,cleans,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,465,yourself
466,A book about current events hasn't aggravated Christina.,A book about current events haven't aggravated Christina.,A book about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,466,hispanic
467,The photograph of the dogs has impressed Judy.,The photograph of the dogs have impressed Judy.,The photograph of the dogs,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,467,chapter
468,The movies about Galileo haven't won.,The movies about Galileo hasn't won.,The movies about Galileo,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,468,posted
469,The picture of most students doesn't alarm Amelia.,The picture of most students don't alarm Amelia.,The picture of most students,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,469,ideal
470,A movie about current events disturbs a lot of senators.,A movie about current events disturb a lot of senators.,A movie about current events,disturbs,disturb,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,470,alabama
471,The friends of Carl aren't approaching Guy.,The friends of Carl isn't approaching Guy.,The friends of Carl,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,471,yourself
472,The pictures of some skirt alarm that adult.,The pictures of some skirt alarms that adult.,The pictures of some skirt,alarm,alarms,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,472,yourself
473,The grandfathers of every guest entreat Angela to get a job.,The grandfathers of every guest entreats Angela to get a job.,The grandfathers of every guest,entreat,entreats,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,473,t
474,The commentaries about music stun those companies.,The commentaries about music stuns those companies.,The commentaries about music,stun,stuns,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,474,yourself
475,The mothers of some adult have healed Patricia.,The mothers of some adult has healed Patricia.,The mothers of some adult,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,475,favour
476,A sketch of most computers falls.,A sketch of most computers fall.,A sketch of most computers,falls,fall,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,476,yourself
477,The documentary about the Lutherans distracts James.,The documentary about the Lutherans distract James.,The documentary about the Lutherans,distracts,distract,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,477,olivia
478,The essays about art have astounded Theresa.,The essays about art has astounded Theresa.,The essays about art,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,478,sing
479,The granddaughters of Cindy induce some child to forfeit.,The granddaughters of Cindy induces some child to forfeit.,The granddaughters of Cindy,induce,induces,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,479,follow
480,The mothers of Monica were attacking Victoria.,The mothers of Monica is attacking Victoria.,The mothers of Monica,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,480,priest
481,The books about Winston Churchill do distract Sally.,The books about Winston Churchill does distract Sally.,The books about Winston Churchill,do,does,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,481,priest
482,The grandmother of a lot of actresses wasn't discovering who hadn't responded.,The grandmother of a lot of actresses weren't discovering who hadn't responded.,The grandmother of a lot of actresses,wasn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,482,buying
483,The reports about Galileo aren't falling.,The reports about Galileo isn't falling.,The reports about Galileo,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,483,priest
484,The reports about literature do impress Omar.,The reports about literature does impress Omar.,The reports about literature,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,484,yourself
485,A commentary about the Borgias was boring Colleen.,A commentary about the Borgias are boring Colleen.,A commentary about the Borgias,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,485,favour
486,The grandfathers of Gary don't hunt.,The grandfathers of Gary doesn't hunt.,The grandfathers of Gary,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,486,approached
487,The mother of the Impressionists doesn't annoy Dan.,The mother of the Impressionists don't annoy Dan.,The mother of the Impressionists,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,487,wore
488,The show about the Lutherans does disgust Marla.,The show about the Lutherans do disgust Marla.,The show about the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,488,conduct
489,The play about the Borgias has won.,The play about the Borgias have won.,The play about the Borgias,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,489,favour
490,The paintings of Danielle weren't aggravating Galileo.,The paintings of Danielle isn't aggravating Galileo.,The paintings of Danielle,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,490,favour
491,The drawings of Mary do bore the Borgias.,The drawings of Mary does bore the Borgias.,The drawings of Mary,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,491,priest
492,The show about the Great Lakes aggravates Michael.,The show about the Great Lakes aggravate Michael.,The show about the Great Lakes,aggravates,aggravate,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,492,yourself
493,The prints of Pamela vanish.,The prints of Pamela vanishes.,The prints of Pamela,vanish,vanishes,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,493,priest
494,A granddaughter of a lot of teachers isn't judging Carla to complain.,A granddaughter of a lot of teachers weren't judging Carla to complain.,A granddaughter of a lot of teachers,isn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,494,lands
495,A cousin of ladies wonders who is running around all public parks.,A cousin of ladies wonder who is running around all public parks.,A cousin of ladies,wonders,wonder,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,495,estimated
496,The shows about Galileo do disturb some university.,The shows about Galileo does disturb some university.,The shows about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,496,yourself
497,The friends of that child have irritated Allison.,The friends of that child has irritated Allison.,The friends of that child,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,497,2016
498,The pamphlets about Monet have sounded like public parks.,The pamphlets about Monet has sounded like public parks.,The pamphlets about Monet,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,498,uncredited
499,A painting of those bikes is scaring Laura.,A painting of those bikes are scaring Laura.,A painting of those bikes,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,499,[unknown]
500,The paintings of a guy are scaring Homer.,The paintings of a guy is scaring Homer.,The paintings of a guy,are,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,500,yourself
501,The pictures of this picture have vanished.,The pictures of this picture has vanished.,The pictures of this picture,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,501,yourself
502,The print of those projectors confuses Tara.,The print of those projectors confuse Tara.,The print of those projectors,confuses,confuse,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,502,relay
503,The sketches of some slope weren't shocking Barbara.,The sketches of some slope isn't shocking Barbara.,The sketches of some slope,weren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,503,orbit
504,A commentary about the Clintons does irritate Marla.,A commentary about the Clintons do irritate Marla.,A commentary about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,504,stuart
505,The photograph of actresses does hurt Cynthia.,The photograph of actresses do hurt Cynthia.,The photograph of actresses,does,do,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,505,priest
506,The books about literature scare Michael.,The books about literature scares Michael.,The books about literature,scare,scares,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,506,priest
507,The books about music hurt Becca.,The books about music hurts Becca.,The books about music,hurt,hurts,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,507,priest
508,The mothers of Joel have attacked Bethany.,The mothers of Joel has attacked Bethany.,The mothers of Joel,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,508,priest
509,The son of most customers hasn't thought Jacqueline isn't biking to these cafes.,The son of most customers haven't thought Jacqueline isn't biking to these cafes.,The son of most customers,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,509,lands
510,The grandmothers of Stephanie do upset Ellen.,The grandmothers of Stephanie does upset Ellen.,The grandmothers of Stephanie,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,510,curtis
511,The shows about Harvard University have upset those guests.,The shows about Harvard University has upset those guests.,The shows about Harvard University,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,511,purposes
512,The daughter of those girls has studied.,The daughter of those girls have studied.,The daughter of those girls,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,512,chapter
513,The brother of those adults does forget Kristen.,The brother of those adults do forget Kristen.,The brother of those adults,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,513,anderson
514,The nephew of guys does clean a movie theater.,The nephew of guys do clean a movie theater.,The nephew of guys,does,do,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,514,anyone
515,The commentaries about art bother Galileo.,The commentaries about art bothers Galileo.,The commentaries about art,bother,bothers,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,515,favour
516,The book about the Clintons does disturb the hospital.,The book about the Clintons do disturb the hospital.,The book about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,516,t
517,The fathers of Cindy do fail to clean many reports.,The fathers of Cindy does fail to clean many reports.,The fathers of Cindy,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,517,sounds
518,The movie about the Balkans isn't irritating Tammy.,The movie about the Balkans aren't irritating Tammy.,The movie about the Balkans,isn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,518,borough
519,The fathers of George were scanning that report.,The fathers of George was scanning that report.,The fathers of George,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,519,posted
520,The newspaper article about the Lutherans doesn't appear.,The newspaper article about the Lutherans don't appear.,The newspaper article about the Lutherans,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,520,favour
521,The painting of the Lutherans does bother Matt.,The painting of the Lutherans do bother Matt.,The painting of the Lutherans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,521,favour
522,The sister of all cashiers forces Andrea's best friend to cry.,The sister of all cashiers force Andrea's best friend to cry.,The sister of all cashiers,forces,force,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,522,t
523,The drawings of Ruth were hurting that lady.,The drawings of Ruth is hurting that lady.,The drawings of Ruth,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,523,yourself
524,The prints of Carrie do scare a patient.,The prints of Carrie does scare a patient.,The prints of Carrie,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,524,priest
525,The brochures about literature are impressing Ellen.,The brochures about literature is impressing Ellen.,The brochures about literature,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,525,[unknown]
526,The paintings of a gate haven't worried that hospital.,The paintings of a gate hasn't worried that hospital.,The paintings of a gate,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,526,ous
527,A picture of those carriages does impress a woman.,A picture of those carriages do impress a woman.,A picture of those carriages,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,527,festivals
528,The friends of Ruth weren't hugging Scott.,The friends of Ruth wasn't hugging Scott.,The friends of Ruth,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,528,chapter
529,The drawings of every sketch haven't impressed Holly.,The drawings of every sketch hasn't impressed Holly.,The drawings of every sketch,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,529,[unknown]
530,The nephew of most adults is arriving at this high school.,The nephew of most adults are arriving at this high school.,The nephew of most adults,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,530,chapter
531,The nieces of Rachel have sat down.,The nieces of Rachel has sat down.,The nieces of Rachel,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,531,yourself
532,The grandfathers of Charles have escaped.,The grandfathers of Charles has escaped.,The grandfathers of Charles,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,532,yourself
533,The fathers of Becky haven't left a lot of glaciers.,The fathers of Becky hasn't left a lot of glaciers.,The fathers of Becky,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,533,heavyweight
534,The grandsons of Julia haven't obliged Veronica to reveal Dennis.,The grandsons of Julia hasn't obliged Veronica to reveal Dennis.,The grandsons of Julia,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,534,lands
535,The reports about Spain don't astound Richard.,The reports about Spain doesn't astound Richard.,The reports about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,535,lands
536,The prints of a skirt were looking like every sketch.,The prints of a skirt is looking like every sketch.,The prints of a skirt,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,536,locked
537,The paintings of Ruth do disgust some university.,The paintings of Ruth does disgust some university.,The paintings of Ruth,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,537,yourself
538,The story about the Balkans has irritated Roger.,The story about the Balkans have irritated Roger.,The story about the Balkans,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,538,yourself
539,The grandson of many adults believes Liam to clean chairs.,The grandson of many adults believe Liam to clean chairs.,The grandson of many adults,believes,believe,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,539,threatening
540,The granddaughter of the Borgias coughs.,The granddaughter of the Borgias cough.,The granddaughter of the Borgias,coughs,cough,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,540,favour
541,The drawings of every chair are disappearing.,The drawings of every chair is disappearing.,The drawings of every chair,are,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,541,yourself
542,The books about politics don't distract Roger.,The books about politics doesn't distract Roger.,The books about politics,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,542,chapter
543,The reports about Harvard University haven't stunned Kevin.,The reports about Harvard University hasn't stunned Kevin.,The reports about Harvard University,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,543,bennett
544,A drawing of most unicycles confuses Gerald.,A drawing of most unicycles confuse Gerald.,A drawing of most unicycles,confuses,confuse,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,544,estimated
545,The pamphlets about Harvard University upset Dennis.,The pamphlets about Harvard University upsets Dennis.,The pamphlets about Harvard University,upset,upsets,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,545,favour
546,The mother of those teenagers hasn't screamed.,The mother of those teenagers haven't screamed.,The mother of those teenagers,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,546,favour
547,A painting of some forks does hurt Randolf.,A painting of some forks do hurt Randolf.,A painting of some forks,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,547,jam
548,The stories about Spain don't bore a lot of pedestrians.,The stories about Spain doesn't bore a lot of pedestrians.,The stories about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,548,95
549,The pamphlets about Harvard University aren't disgusting Suzanne.,The pamphlets about Harvard University wasn't disgusting Suzanne.,The pamphlets about Harvard University,aren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,549,[unknown]
550,A newspaper article about the Impressionists hasn't disappeared.,A newspaper article about the Impressionists haven't disappeared.,A newspaper article about the Impressionists,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,550,priest
551,The brochures about Monet have fallen.,The brochures about Monet has fallen.,The brochures about Monet,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,551,priest
552,A father of adults observes Sally.,A father of adults observe Sally.,A father of adults,observes,observe,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,552,priest
553,The brothers of David implore Wendy to conceal Theodore.,The brothers of David implores Wendy to conceal Theodore.,The brothers of David,implore,implores,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,553,priest
554,The friends of Raymond don't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond doesn't imagine Robert hadn't compelled Denise to wear those scarves.,The friends of Raymond,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,554,sounds
555,The granddaughters of Bill don't spin around.,The granddaughters of Bill doesn't spin around.,The granddaughters of Bill,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,555,career
556,The prints of Naomi do irritate Tiffany.,The prints of Naomi does irritate Tiffany.,The prints of Naomi,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,556,nickname
557,The documentaries about Spain do disgust Sally.,The documentaries about Spain does disgust Sally.,The documentaries about Spain,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,557,sing
558,A picture of those turtles doesn't worry Charles.,A picture of those turtles don't worry Charles.,A picture of those turtles,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,558,ous
559,The grandfathers of Ella scare Steven.,The grandfathers of Ella scares Steven.,The grandfathers of Ella,scare,scares,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,559,e
560,The grandsons of Carol were disappearing.,The grandsons of Carol is disappearing.,The grandsons of Carol,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,560,priest
561,The print of all sweaters does irritate these ladies.,The print of all sweaters do irritate these ladies.,The print of all sweaters,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,561,yourself
562,The cousins of Diana don't sing.,The cousins of Diana doesn't sing.,The cousins of Diana,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,562,priest
563,A mother of a lot of drivers wasn't requiring every legislature to appreciate some high school.,A mother of a lot of drivers weren't requiring every legislature to appreciate some high school.,A mother of a lot of drivers,wasn't,weren't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,563,村
564,The paintings of this light stun the company.,The paintings of this light stuns the company.,The paintings of this light,stun,stuns,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,564,priest
565,The sister of doctors writes.,The sister of doctors write.,The sister of doctors,writes,write,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,565,priest
566,A show about the Clintons doesn't astound Homer.,A show about the Clintons don't astound Homer.,A show about the Clintons,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,566,[unknown]
567,A report about current events hasn't bored Heidi.,A report about current events haven't bored Heidi.,A report about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,567,[unknown]
568,The newspaper articles about Harvard University aren't embarrassing Beverly.,The newspaper articles about Harvard University isn't embarrassing Beverly.,The newspaper articles about Harvard University,aren't,isn't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,568,chapter
569,A documentary about the Impressionists disturbs Paul.,A documentary about the Impressionists disturb Paul.,A documentary about the Impressionists,disturbs,disturb,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,569,favour
570,The pictures of every student weren't disturbing Katherine.,The pictures of every student wasn't disturbing Katherine.,The pictures of every student,weren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,570,orbit
571,The grandfathers of Carmen do oblige every museum to debate.,The grandfathers of Carmen does oblige every museum to debate.,The grandfathers of Carmen,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,571,estimated
572,The movies about Galileo have shocked Galileo.,The movies about Galileo has shocked Galileo.,The movies about Galileo,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,572,priest
573,The pamphlet about the Clintons vanishes.,The pamphlet about the Clintons vanish.,The pamphlet about the Clintons,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,573,yourself
574,The son of all actresses fails to fall apart.,The son of all actresses fail to fall apart.,The son of all actresses,fails,fail,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,574,martin
575,The reports about travel were distracting that child.,The reports about travel is distracting that child.,The reports about travel,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,575,priest
576,The fathers of Stacey have said most universities hadn't worked with the guys.,The fathers of Stacey has said most universities hadn't worked with the guys.,The fathers of Stacey,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,576,[unknown]
577,The movies about politics don't aggravate Amanda.,The movies about politics doesn't aggravate Amanda.,The movies about politics,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,577,favour
578,The sketch of all stairs appears.,The sketch of all stairs appear.,The sketch of all stairs,appears,appear,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,578,priest
579,The brothers of Rodney don't resemble every print.,The brothers of Rodney doesn't resemble every print.,The brothers of Rodney,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,579,yourself
580,A sister of these cashiers is slumping over.,A sister of these cashiers were slumping over.,A sister of these cashiers,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,580,priest
581,The sketches of Vanessa don't distract many legislatures.,The sketches of Vanessa doesn't distract many legislatures.,The sketches of Vanessa,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,581,priest
582,The newspaper article about the Borgias does sound like Vanessa.,The newspaper article about the Borgias do sound like Vanessa.,The newspaper article about the Borgias,does,do,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,582,priest
583,The essays about Spain stun those drivers.,The essays about Spain stuns those drivers.,The essays about Spain,stun,stuns,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,583,priest
584,The nephews of Kirsten do regret a lot of libraries learn who persuades these offspring to discuss James.,The nephews of Kirsten does regret a lot of libraries learn who persuades these offspring to discuss James.,The nephews of Kirsten,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,584,infrastructure
585,A story about the Great Lakes was disgusting a lot of adults.,A story about the Great Lakes are disgusting a lot of adults.,A story about the Great Lakes,was,are,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,585,nor
586,The daughters of Suzanne hide.,The daughters of Suzanne hides.,The daughters of Suzanne,hide,hides,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,586,priest
587,The drawing of most actresses does worry Andrea.,The drawing of most actresses do worry Andrea.,The drawing of most actresses,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,587,favour
588,The print of the slopes exists.,The print of the slopes exist.,The print of the slopes,exists,exist,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,588,priest
589,The movie about the Balkans worries Galileo.,The movie about the Balkans worry Galileo.,The movie about the Balkans,worries,worry,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,589,yourself
590,The fathers of Barbara do believe Teresa to get fired.,The fathers of Barbara does believe Teresa to get fired.,The fathers of Barbara,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,590,[unknown]
591,The brother of some girls is going fishing.,The brother of some girls were going fishing.,The brother of some girls,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,591,yourself
592,The newspaper article about the Lutherans was annoying waitresses.,The newspaper article about the Lutherans are annoying waitresses.,The newspaper article about the Lutherans,was,are,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,592,organic
593,The drawings of Becca don't impress Jill.,The drawings of Becca doesn't impress Jill.,The drawings of Becca,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,593,[unknown]
594,The granddaughters of Roger have run around the lake.,The granddaughters of Roger has run around the lake.,The granddaughters of Roger,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,594,threatening
595,A brochure about the Lutherans has appeared.,A brochure about the Lutherans have appeared.,A brochure about the Lutherans,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,595,lovely
596,The granddaughters of Dawn weren't arguing about Pamela.,The granddaughters of Dawn wasn't arguing about Pamela.,The granddaughters of Dawn,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,596,wore
597,A photograph of some cafes is appearing.,A photograph of some cafes are appearing.,A photograph of some cafes,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,597,yourself
598,The daughters of Stacey do confuse Carlos.,The daughters of Stacey does confuse Carlos.,The daughters of Stacey,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,598,favour
599,The paintings of that skirt worry Sheila.,The paintings of that skirt worries Sheila.,The paintings of that skirt,worry,worries,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,599,favour
600,The picture of these art galleries has irritated Kendra.,The picture of these art galleries have irritated Kendra.,The picture of these art galleries,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,600,yourself
601,The essay about the Great Lakes confuses Brett.,The essay about the Great Lakes confuse Brett.,The essay about the Great Lakes,confuses,confuse,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,601,favour
602,A documentary about current events astounds Bradley.,A documentary about current events astound Bradley.,A documentary about current events,astounds,astound,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,602,favour
603,The grandmothers of Brenda depart.,The grandmothers of Brenda departs.,The grandmothers of Brenda,depart,departs,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,603,priest
