,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
498,These planes weren't thought about by some child.,These planes weren't thought about by some glove.,These planes weren't thought about by some,child,glove,syntax,s-selection,animate_subject_passive,True,True,False,False,498,[unknown]
499,A man was healed by some men.,A man was healed by some octopus.,A man was healed by some,men,octopus,syntax,s-selection,animate_subject_passive,True,True,False,False,499,ウ
500,Mitchell isn't fled from by the teachers.,Mitchell isn't fled from by the paralyses.,Mitchell isn't fled from by the,teachers,paralyses,syntax,s-selection,animate_subject_passive,True,True,False,False,500,sailed
501,Malls aren't talked about by some teenager.,Malls aren't talked about by some dog.,Malls aren't talked about by some,teenager,dog,syntax,s-selection,animate_subject_passive,True,True,False,False,501,mp
502,Michael is remembered by some ladies.,Michael is remembered by some plane.,Michael is remembered by some,ladies,plane,syntax,s-selection,animate_subject_passive,True,True,False,False,502,rises
503,Chad is remembered by the waiters.,Chad is remembered by the window.,Chad is remembered by the,waiters,window,syntax,s-selection,animate_subject_passive,True,True,False,False,503,recorded
504,Rhonda isn't hated by some adults.,Rhonda isn't hated by some box.,Rhonda isn't hated by some,adults,box,syntax,s-selection,animate_subject_passive,True,True,False,False,504,氏
505,That school was passed by some girls.,That school was passed by some skateboards.,That school was passed by some,girls,skateboards,syntax,s-selection,animate_subject_passive,True,True,False,False,505,pastor
506,Melinda was talked about by the patients.,Melinda was talked about by the species.,Melinda was talked about by the,patients,species,syntax,s-selection,animate_subject_passive,True,True,False,False,506,controversial
507,Some books aren't examined by some teachers.,Some books aren't examined by some brochure.,Some books aren't examined by some,teachers,brochure,syntax,s-selection,animate_subject_passive,True,True,False,False,507,understand
508,Some slope was climbed up by the guests.,Some slope was climbed up by the means.,Some slope was climbed up by the,guests,means,syntax,s-selection,animate_subject_passive,True,True,False,False,508,scored
509,Julie wasn't admired by some children.,Julie wasn't admired by some trucks.,Julie wasn't admired by some,children,trucks,syntax,s-selection,animate_subject_passive,True,True,False,False,509,歌
510,This art gallery was driven to by some lady.,This art gallery was driven to by some eggplants.,This art gallery was driven to by some,lady,eggplants,syntax,s-selection,animate_subject_passive,True,True,False,False,510,tilted
511,Spain wasn't walked through by some boy.,Spain wasn't walked through by some ladders.,Spain wasn't walked through by some,boy,ladders,syntax,s-selection,animate_subject_passive,True,True,False,False,511,mp
512,Angela was left by the guys.,Angela was left by the bicycle.,Angela was left by the,guys,bicycle,syntax,s-selection,animate_subject_passive,True,True,False,False,512,rises
513,Emily was hired by some students.,Emily was hired by some diagnosis.,Emily was hired by some,students,diagnosis,syntax,s-selection,animate_subject_passive,True,True,False,False,513,rises
514,Every art gallery isn't explored by the actresses.,Every art gallery isn't explored by the mirrors.,Every art gallery isn't explored by the,actresses,mirrors,syntax,s-selection,animate_subject_passive,True,True,False,False,514,newport
515,Alicia was known by the waiters.,Alicia was known by the spotlight.,Alicia was known by the,waiters,spotlight,syntax,s-selection,animate_subject_passive,True,True,False,False,515,rises
516,Many hills weren't climbed up by the waiter.,Many hills weren't climbed up by the crisis.,Many hills weren't climbed up by the,waiter,crisis,syntax,s-selection,animate_subject_passive,True,True,False,False,516,f
517,Those stairs were climbed up by some student.,Those stairs were climbed up by some syntheses.,Those stairs were climbed up by some,student,syntheses,syntax,s-selection,animate_subject_passive,True,True,False,False,517,rises
518,A lot of waiters aren't praised by the offspring.,A lot of waiters aren't praised by the cilantro.,A lot of waiters aren't praised by the,offspring,cilantro,syntax,s-selection,animate_subject_passive,True,True,False,False,518,gay
519,Steven is cared for by some senator.,Steven is cared for by some story.,Steven is cared for by some,senator,story,syntax,s-selection,animate_subject_passive,True,True,False,False,519,rises
520,Some mall wasn't toured by the actresses.,Some mall wasn't toured by the screens.,Some mall wasn't toured by the,actresses,screens,syntax,s-selection,animate_subject_passive,True,True,False,False,520,f
521,Cheryl wasn't cured by the teachers.,Cheryl wasn't cured by the snake.,Cheryl wasn't cured by the,teachers,snake,syntax,s-selection,animate_subject_passive,True,True,False,False,521,nhl
522,This bicycle is fixed by the man.,This bicycle is fixed by the bananas.,This bicycle is fixed by the,man,bananas,syntax,s-selection,animate_subject_passive,True,True,False,False,522,ウ
523,A public park is biked to by the child.,A public park is biked to by the pasta.,A public park is biked to by the,child,pasta,syntax,s-selection,animate_subject_passive,True,True,False,False,523,[unknown]
524,A bank wasn't biked to by some girl.,A bank wasn't biked to by some hats.,A bank wasn't biked to by some,girl,hats,syntax,s-selection,animate_subject_passive,True,True,False,False,524,ery
525,Margaret isn't loved by some children.,Margaret isn't loved by some book.,Margaret isn't loved by some,children,book,syntax,s-selection,animate_subject_passive,True,True,False,False,525,rapidly
526,A lot of mirrors weren't fixed by some guys.,A lot of mirrors weren't fixed by some birds.,A lot of mirrors weren't fixed by some,guys,birds,syntax,s-selection,animate_subject_passive,True,True,False,False,526,ery
527,Every guest was healed by some doctor.,Every guest was healed by some species.,Every guest was healed by some,doctor,species,syntax,s-selection,animate_subject_passive,True,True,False,False,527,rises
528,Some museum was run around by the child.,Some museum was run around by the bikes.,Some museum was run around by the,child,bikes,syntax,s-selection,animate_subject_passive,True,True,False,False,528,f
529,Every cafe isn't passed by the waiters.,Every cafe isn't passed by the bread.,Every cafe isn't passed by the,waiters,bread,syntax,s-selection,animate_subject_passive,True,True,False,False,529,歌
530,A sketch is sold by the adults.,A sketch is sold by the skateboards.,A sketch is sold by the,adults,skateboards,syntax,s-selection,animate_subject_passive,True,True,False,False,530,nhl
531,This hill isn't taken by some cashiers.,This hill isn't taken by some cacti.,This hill isn't taken by some,cashiers,cacti,syntax,s-selection,animate_subject_passive,True,True,False,False,531,race
532,Laura is returned to by some offspring.,Laura is returned to by some bikes.,Laura is returned to by some,offspring,bikes,syntax,s-selection,animate_subject_passive,True,True,False,False,532,nhl
533,Sandra was talked to by some actress.,Sandra was talked to by some geese.,Sandra was talked to by some,actress,geese,syntax,s-selection,animate_subject_passive,True,True,False,False,533,歌
534,Every high school isn't explored by the actress.,Every high school isn't explored by the spinach.,Every high school isn't explored by the,actress,spinach,syntax,s-selection,animate_subject_passive,True,True,False,False,534,su
535,Every plane isn't broken by some customers.,Every plane isn't broken by some mouse.,Every plane isn't broken by some,customers,mouse,syntax,s-selection,animate_subject_passive,True,True,False,False,535,ウ
536,Mark is talked to by some driver.,Mark is talked to by some dress.,Mark is talked to by some,driver,dress,syntax,s-selection,animate_subject_passive,True,True,False,False,536,rises
537,A lot of college campuses were skated around by the man.,A lot of college campuses were skated around by the screens.,A lot of college campuses were skated around by the,man,screens,syntax,s-selection,animate_subject_passive,True,True,False,False,537,june
538,Judy is boasted about by the person.,Judy is boasted about by the carriage.,Judy is boasted about by the,person,carriage,syntax,s-selection,animate_subject_passive,True,True,False,False,538,rises
539,Every movie was scanned by some guys.,Every movie was scanned by some window.,Every movie was scanned by some,guys,window,syntax,s-selection,animate_subject_passive,True,True,False,False,539,rises
540,All planes are thought about by the doctors.,All planes are thought about by the computer.,All planes are thought about by the,doctors,computer,syntax,s-selection,animate_subject_passive,True,True,False,False,540,somewhat
541,All ladders aren't descended by the women.,All ladders aren't descended by the jacket.,All ladders aren't descended by the,women,jacket,syntax,s-selection,animate_subject_passive,True,True,False,False,541,understand
542,That truck wasn't thought about by some adults.,That truck wasn't thought about by some theses.,That truck wasn't thought about by some,adults,theses,syntax,s-selection,animate_subject_passive,True,True,False,False,542,stare
543,Most ladders aren't descended by the men.,Most ladders aren't descended by the couch.,Most ladders aren't descended by the,men,couch,syntax,s-selection,animate_subject_passive,True,True,False,False,543,understand
544,The bikes were seen by the waitresses.,The bikes were seen by the ice.,The bikes were seen by the,waitresses,ice,syntax,s-selection,animate_subject_passive,True,True,False,False,544,f
545,Ella is appreciated by some alumni.,Ella is appreciated by some box.,Ella is appreciated by some,alumni,box,syntax,s-selection,animate_subject_passive,True,True,False,False,545,rises
546,A skateboard isn't brought by some woman.,A skateboard isn't brought by some fungus.,A skateboard isn't brought by some,woman,fungus,syntax,s-selection,animate_subject_passive,True,True,False,False,546,f
547,A lot of skateboards aren't broken by some actress.,A lot of skateboards aren't broken by some association.,A lot of skateboards aren't broken by some,actress,association,syntax,s-selection,animate_subject_passive,True,True,False,False,547,became
548,An art gallery wasn't exited by the children.,An art gallery wasn't exited by the movie.,An art gallery wasn't exited by the,children,movie,syntax,s-selection,animate_subject_passive,True,True,False,False,548,f
549,All mountains were descended by some children.,All mountains were descended by some windows.,All mountains were descended by some,children,windows,syntax,s-selection,animate_subject_passive,True,True,False,False,549,rises
550,Richard is worked with by some actresses.,Richard is worked with by some couches.,Richard is worked with by some,actresses,couches,syntax,s-selection,animate_subject_passive,True,True,False,False,550,rises
551,Those high schools aren't walked through by some children.,Those high schools aren't walked through by some newspaper articles.,Those high schools aren't walked through by some,children,newspaper articles,syntax,s-selection,animate_subject_passive,True,True,False,False,551,european
552,Holly wasn't visited by some doctors.,Holly wasn't visited by some steps.,Holly wasn't visited by some,doctors,steps,syntax,s-selection,animate_subject_passive,True,True,False,False,552,nhl
553,These socks were worn by the student.,These socks were worn by the brochure.,These socks were worn by the,student,brochure,syntax,s-selection,animate_subject_passive,True,True,False,False,553,rises
554,Rodney is kissed by some actor.,Rodney is kissed by some cats.,Rodney is kissed by some,actor,cats,syntax,s-selection,animate_subject_passive,True,True,False,False,554,rises
555,Angela is watched by some woman.,Angela is watched by some nuclei.,Angela is watched by some,woman,nuclei,syntax,s-selection,animate_subject_passive,True,True,False,False,555,pastor
556,Mark is revealed by the guy.,Mark is revealed by the organization.,Mark is revealed by the,guy,organization,syntax,s-selection,animate_subject_passive,True,True,False,False,556,pastor
557,A report was scanned by the teenager.,A report was scanned by the light.,A report was scanned by the,teenager,light,syntax,s-selection,animate_subject_passive,True,True,False,False,557,sorry
558,Nina wasn't known by the ladies.,Nina wasn't known by the synthesis.,Nina wasn't known by the,ladies,synthesis,syntax,s-selection,animate_subject_passive,True,True,False,False,558,brooklyn
559,Tina was observed by the waitresses.,Tina was observed by the synopsis.,Tina was observed by the,waitresses,synopsis,syntax,s-selection,animate_subject_passive,True,True,False,False,559,歌
560,Those cakes are brought by some child.,Those cakes are brought by some unicycles.,Those cakes are brought by some,child,unicycles,syntax,s-selection,animate_subject_passive,True,True,False,False,560,pastor
561,Some stories are discussed by some guys.,Some stories are discussed by some jacket.,Some stories are discussed by some,guys,jacket,syntax,s-selection,animate_subject_passive,True,True,False,False,561,pastor
562,Movie theaters were biked to by the waitress.,Movie theaters were biked to by the chair.,Movie theaters were biked to by the,waitress,chair,syntax,s-selection,animate_subject_passive,True,True,False,False,562,june
563,A mall was skated around by some teenager.,A mall was skated around by some glasses.,A mall was skated around by some,teenager,glasses,syntax,s-selection,animate_subject_passive,True,True,False,False,563,june
564,A hill is passed by some customers.,A hill is passed by some socks.,A hill is passed by some,customers,socks,syntax,s-selection,animate_subject_passive,True,True,False,False,564,f
565,Every documentary isn't thought about by the pedestrians.,Every documentary isn't thought about by the icicles.,Every documentary isn't thought about by the,pedestrians,icicles,syntax,s-selection,animate_subject_passive,True,True,False,False,565,kent
566,That jacket was hidden by the child.,That jacket was hidden by the sketches.,That jacket was hidden by the,child,sketches,syntax,s-selection,animate_subject_passive,True,True,False,False,566,ウ
567,Jennifer is healed by some waiter.,Jennifer is healed by some truck.,Jennifer is healed by some,waiter,truck,syntax,s-selection,animate_subject_passive,True,True,False,False,567,rises
568,All lakes aren't talked about by the woman.,All lakes aren't talked about by the nucleus.,All lakes aren't talked about by the,woman,nucleus,syntax,s-selection,animate_subject_passive,True,True,False,False,568,อ
569,Some computer wasn't broken by some woman.,Some computer wasn't broken by some carriages.,Some computer wasn't broken by some,woman,carriages,syntax,s-selection,animate_subject_passive,True,True,False,False,569,lakes
570,This book wasn't taken by some pedestrians.,This book wasn't taken by some glasses.,This book wasn't taken by some,pedestrians,glasses,syntax,s-selection,animate_subject_passive,True,True,False,False,570,throat
571,Jesus isn't researched by some adults.,Jesus isn't researched by some parentheses.,Jesus isn't researched by some,adults,parentheses,syntax,s-selection,animate_subject_passive,True,True,False,False,571,detailed
572,The guest wasn't attacked by some people.,The guest wasn't attacked by some dogs.,The guest wasn't attacked by some,people,dogs,syntax,s-selection,animate_subject_passive,True,True,False,False,572,combined
573,Maria was argued about by some customer.,Maria was argued about by some books.,Maria was argued about by some,customer,books,syntax,s-selection,animate_subject_passive,True,True,False,False,573,f
574,All cafes aren't researched by the guys.,All cafes aren't researched by the nuclei.,All cafes aren't researched by the,guys,nuclei,syntax,s-selection,animate_subject_passive,True,True,False,False,574,alone
575,Laurie was disliked by the actresses.,Laurie was disliked by the screens.,Laurie was disliked by the,actresses,screens,syntax,s-selection,animate_subject_passive,True,True,False,False,575,rises
576,Denise is concealed by the doctor.,Denise is concealed by the couch.,Denise is concealed by the,doctor,couch,syntax,s-selection,animate_subject_passive,True,True,False,False,576,rises
577,Most grocery stores weren't cleaned by some drivers.,Most grocery stores weren't cleaned by some couch.,Most grocery stores weren't cleaned by some,drivers,couch,syntax,s-selection,animate_subject_passive,True,True,False,False,577,awkward
578,Ellen isn't argued about by some adult.,Ellen isn't argued about by some carts.,Ellen isn't argued about by some,adult,carts,syntax,s-selection,animate_subject_passive,True,True,False,False,578,mp
579,Tracy was hugged by some children.,Tracy was hugged by some mirror.,Tracy was hugged by some,children,mirror,syntax,s-selection,animate_subject_passive,True,True,False,False,579,inaugural
580,Catherine is disliked by the girls.,Catherine is disliked by the drawings.,Catherine is disliked by the,girls,drawings,syntax,s-selection,animate_subject_passive,True,True,False,False,580,[unknown]
581,William isn't helped by some actress.,William isn't helped by some couches.,William isn't helped by some,actress,couches,syntax,s-selection,animate_subject_passive,True,True,False,False,581,mark
582,That actress was hired by some driver.,That actress was hired by some prints.,That actress was hired by some,driver,prints,syntax,s-selection,animate_subject_passive,True,True,False,False,582,þ
583,Curtis was criticized by some guys.,Curtis was criticized by some plays.,Curtis was criticized by some,guys,plays,syntax,s-selection,animate_subject_passive,True,True,False,False,583,f
584,Dawn is approached by some girl.,Dawn is approached by some newspaper article.,Dawn is approached by some,girl,newspaper article,syntax,s-selection,animate_subject_passive,True,True,False,False,584,pastor
585,All computers are fixed by some woman.,All computers are fixed by some computers.,All computers are fixed by some,woman,computers,syntax,s-selection,animate_subject_passive,True,True,False,False,585,ウ
586,Judy is praised by some actresses.,Judy is praised by some bikes.,Judy is praised by some,actresses,bikes,syntax,s-selection,animate_subject_passive,True,True,False,False,586,rises
587,Every movie theater isn't walked through by some senators.,Every movie theater isn't walked through by some casseroles.,Every movie theater isn't walked through by some,senators,casseroles,syntax,s-selection,animate_subject_passive,True,True,False,False,587,european
588,John isn't remembered by some doctors.,John isn't remembered by some means.,John isn't remembered by some,doctors,means,syntax,s-selection,animate_subject_passive,True,True,False,False,588,ウ
589,A lot of hills aren't passed by the boy.,A lot of hills aren't passed by the carts.,A lot of hills aren't passed by the,boy,carts,syntax,s-selection,animate_subject_passive,True,True,False,False,589,[unknown]
590,This shirt wasn't cleaned by the man.,This shirt wasn't cleaned by the means.,This shirt wasn't cleaned by the,man,means,syntax,s-selection,animate_subject_passive,True,True,False,False,590,mercy
591,Many movies are examined by the waiters.,Many movies are examined by the axes.,Many movies are examined by the,waiters,axes,syntax,s-selection,animate_subject_passive,True,True,False,False,591,tilted
592,Some documentary is examined by the woman.,Some documentary is examined by the stimuli.,Some documentary is examined by the,woman,stimuli,syntax,s-selection,animate_subject_passive,True,True,False,False,592,clinton
593,The rice wasn't revealed by some ladies.,The rice wasn't revealed by some associations.,The rice wasn't revealed by some,ladies,associations,syntax,s-selection,animate_subject_passive,True,True,False,False,593,legendary
594,Heidi wasn't loved by the women.,Heidi wasn't loved by the parentheses.,Heidi wasn't loved by the,women,parentheses,syntax,s-selection,animate_subject_passive,True,True,False,False,594,歌
595,Monet is appreciated by the doctor.,Monet is appreciated by the muffins.,Monet is appreciated by the,doctor,muffins,syntax,s-selection,animate_subject_passive,True,True,False,False,595,ウ
596,Gary wasn't concealed by the girl.,Gary wasn't concealed by the committees.,Gary wasn't concealed by the,girl,committees,syntax,s-selection,animate_subject_passive,True,True,False,False,596,f
597,Aaron is loved by the students.,Aaron is loved by the chairs.,Aaron is loved by the,students,chairs,syntax,s-selection,animate_subject_passive,True,True,False,False,597,rises
598,Many restaurants aren't walked through by the senators.,Many restaurants aren't walked through by the legislature.,Many restaurants aren't walked through by the,senators,legislature,syntax,s-selection,animate_subject_passive,True,True,False,False,598,stands
599,The bank isn't cleaned by some guest.,The bank isn't cleaned by some blouses.,The bank isn't cleaned by some,guest,blouses,syntax,s-selection,animate_subject_passive,True,True,False,False,599,歌
600,James wasn't revealed by some woman.,James wasn't revealed by some cars.,James wasn't revealed by some,woman,cars,syntax,s-selection,animate_subject_passive,True,True,False,False,600,backed
601,This movie theater wasn't arrived at by the teacher.,This movie theater wasn't arrived at by the report.,This movie theater wasn't arrived at by the,teacher,report,syntax,s-selection,animate_subject_passive,True,True,False,False,601,nfl
602,Some rivers are dropped by by the child.,Some rivers are dropped by by the carriages.,Some rivers are dropped by by the,child,carriages,syntax,s-selection,animate_subject_passive,True,True,False,False,602,[unknown]
603,Wayne wasn't hidden by some drivers.,Wayne wasn't hidden by some sheep.,Wayne wasn't hidden by some,drivers,sheep,syntax,s-selection,animate_subject_passive,True,True,False,False,603,f
604,Becca wasn't criticized by the drivers.,Becca wasn't criticized by the thesis.,Becca wasn't criticized by the,drivers,thesis,syntax,s-selection,animate_subject_passive,True,True,False,False,604,nhl
605,Many socks weren't admired by some actors.,Many socks weren't admired by some analysis.,Many socks weren't admired by some,actors,analysis,syntax,s-selection,animate_subject_passive,True,True,False,False,605,[unknown]
606,The reports weren't bought by the pedestrian.,The reports weren't bought by the convertibles.,The reports weren't bought by the,pedestrian,convertibles,syntax,s-selection,animate_subject_passive,True,True,False,False,606,developed
607,Judy isn't healed by some children.,Judy isn't healed by some candles.,Judy isn't healed by some,children,candles,syntax,s-selection,animate_subject_passive,True,True,False,False,607,episode
608,Alicia isn't loved by the teenagers.,Alicia isn't loved by the prints.,Alicia isn't loved by the,teenagers,prints,syntax,s-selection,animate_subject_passive,True,True,False,False,608,歌
609,This slope was climbed down by some guys.,This slope was climbed down by some cacti.,This slope was climbed down by some,guys,cacti,syntax,s-selection,animate_subject_passive,True,True,False,False,609,geneva
610,Many stories were examined by some doctor.,Many stories were examined by some ice.,Many stories were examined by some,doctor,ice,syntax,s-selection,animate_subject_passive,True,True,False,False,610,rises
611,Many dresses weren't cleaned by some woman.,Many dresses weren't cleaned by some boxes.,Many dresses weren't cleaned by some,woman,boxes,syntax,s-selection,animate_subject_passive,True,True,False,False,611,f
612,This mouth was lifted by the men.,This mouth was lifted by the ladders.,This mouth was lifted by the,men,ladders,syntax,s-selection,animate_subject_passive,True,True,False,False,612,ウ
613,Stephen was talked about by some people.,Stephen was talked about by some cucumbers.,Stephen was talked about by some,people,cucumbers,syntax,s-selection,animate_subject_passive,True,True,False,False,613,rises
614,A lot of senators weren't found by the adults.,A lot of senators weren't found by the shoes.,A lot of senators weren't found by the,adults,shoes,syntax,s-selection,animate_subject_passive,True,True,False,False,614,る
615,Every scarf wasn't worn by some customer.,Every scarf wasn't worn by some movies.,Every scarf wasn't worn by some,customer,movies,syntax,s-selection,animate_subject_passive,True,True,False,False,615,[unknown]
616,This mountain isn't dropped by by some offspring.,This mountain isn't dropped by by some play.,This mountain isn't dropped by by some,offspring,play,syntax,s-selection,animate_subject_passive,True,True,False,False,616,note
617,Helen was referenced by the waitresses.,Helen was referenced by the shoe.,Helen was referenced by the,waitresses,shoe,syntax,s-selection,animate_subject_passive,True,True,False,False,617,rises
618,The movie theater isn't arrived at by the dancer.,The movie theater isn't arrived at by the oxen.,The movie theater isn't arrived at by the,dancer,oxen,syntax,s-selection,animate_subject_passive,True,True,False,False,618,video
619,The Borgias aren't boycotted by the people.,The Borgias aren't boycotted by the series.,The Borgias aren't boycotted by the,people,series,syntax,s-selection,animate_subject_passive,True,True,False,False,619,laws
620,A child isn't concealed by the senators.,A child isn't concealed by the hamsters.,A child isn't concealed by the,senators,hamsters,syntax,s-selection,animate_subject_passive,True,True,False,False,620,pleasant
621,Carol was talked about by some ladies.,Carol was talked about by some screen.,Carol was talked about by some,ladies,screen,syntax,s-selection,animate_subject_passive,True,True,False,False,621,radical
622,The sketch isn't lifted by the guests.,The sketch isn't lifted by the documentary.,The sketch isn't lifted by the,guests,documentary,syntax,s-selection,animate_subject_passive,True,True,False,False,622,squad
623,Kristin isn't attacked by the waiters.,Kristin isn't attacked by the snake.,Kristin isn't attacked by the,waiters,snake,syntax,s-selection,animate_subject_passive,True,True,False,False,623,su
624,Glaciers weren't lifted by some student.,Glaciers weren't lifted by some dish.,Glaciers weren't lifted by some,student,dish,syntax,s-selection,animate_subject_passive,True,True,False,False,624,fur
625,That blouse is worn by some man.,That blouse is worn by some trucks.,That blouse is worn by some,man,trucks,syntax,s-selection,animate_subject_passive,True,True,False,False,625,[unknown]
626,Kenneth wasn't discovered by the teenager.,Kenneth wasn't discovered by the wheelbarrow.,Kenneth wasn't discovered by the,teenager,wheelbarrow,syntax,s-selection,animate_subject_passive,True,True,False,False,626,ₑ
627,Kirsten wasn't hugged by some guy.,Kirsten wasn't hugged by some broccoli.,Kirsten wasn't hugged by some,guy,broccoli,syntax,s-selection,animate_subject_passive,True,True,False,False,627,f
628,Many malls were toured by the men.,Many malls were toured by the parenthesis.,Many malls were toured by the,men,parenthesis,syntax,s-selection,animate_subject_passive,True,True,False,False,628,rises
629,This movie theater isn't arrived at by the doctors.,This movie theater isn't arrived at by the skateboards.,This movie theater isn't arrived at by the,doctors,skateboards,syntax,s-selection,animate_subject_passive,True,True,False,False,629,[unknown]
630,This high school was passed by some guests.,This high school was passed by some water.,This high school was passed by some,guests,water,syntax,s-selection,animate_subject_passive,True,True,False,False,630,[unknown]
631,The Clintons aren't loved by the children.,The Clintons aren't loved by the teeth.,The Clintons aren't loved by the,children,teeth,syntax,s-selection,animate_subject_passive,True,True,False,False,631,[unknown]
632,Rhonda was worked with by the guest.,Rhonda was worked with by the steak.,Rhonda was worked with by the,guest,steak,syntax,s-selection,animate_subject_passive,True,True,False,False,632,歌
633,Many wheelbarrows were fixed by some pedestrians.,Many wheelbarrows were fixed by some fungi.,Many wheelbarrows were fixed by some,pedestrians,fungi,syntax,s-selection,animate_subject_passive,True,True,False,False,633,housed
634,Jesus wasn't criticized by the guy.,Jesus wasn't criticized by the bicycles.,Jesus wasn't criticized by the,guy,bicycles,syntax,s-selection,animate_subject_passive,True,True,False,False,634,f
635,Jane was fled from by some actors.,Jane was fled from by some means.,Jane was fled from by some,actors,means,syntax,s-selection,animate_subject_passive,True,True,False,False,635,ウ
636,Caroline is left by some children.,Caroline is left by some bikes.,Caroline is left by some,children,bikes,syntax,s-selection,animate_subject_passive,True,True,False,False,636,rises
637,Kristen wasn't cured by the men.,Kristen wasn't cured by the dress.,Kristen wasn't cured by the,men,dress,syntax,s-selection,animate_subject_passive,True,True,False,False,637,radical
638,These plays aren't talked about by the waiter.,These plays aren't talked about by the face.,These plays aren't talked about by the,waiter,face,syntax,s-selection,animate_subject_passive,True,True,False,False,638,su
639,Books weren't admired by the students.,Books weren't admired by the mice.,Books weren't admired by the,students,mice,syntax,s-selection,animate_subject_passive,True,True,False,False,639,somewhat
640,Regina wasn't criticized by some actors.,Regina wasn't criticized by some glasses.,Regina wasn't criticized by some,actors,glasses,syntax,s-selection,animate_subject_passive,True,True,False,False,640,ウ
641,Natalie was revealed by some man.,Natalie was revealed by some nuclei.,Natalie was revealed by some,man,nuclei,syntax,s-selection,animate_subject_passive,True,True,False,False,641,rises
642,A lot of coats aren't worn by the dancer.,A lot of coats aren't worn by the analyses.,A lot of coats aren't worn by the,dancer,analyses,syntax,s-selection,animate_subject_passive,True,True,False,False,642,su
643,Reports aren't examined by some offspring.,Reports aren't examined by some pamphlet.,Reports aren't examined by some,offspring,pamphlet,syntax,s-selection,animate_subject_passive,True,True,False,False,643,ウ
644,Jane was questioned by some adults.,Jane was questioned by some glasses.,Jane was questioned by some,adults,glasses,syntax,s-selection,animate_subject_passive,True,True,False,False,644,rises
645,Some guy wasn't observed by some woman.,Some guy wasn't observed by some basis.,Some guy wasn't observed by some,woman,basis,syntax,s-selection,animate_subject_passive,True,True,False,False,645,squad
646,Some teacher wasn't attacked by the actors.,Some teacher wasn't attacked by the water.,Some teacher wasn't attacked by the,actors,water,syntax,s-selection,animate_subject_passive,True,True,False,False,646,ration
647,Some libraries are exited by the students.,Some libraries are exited by the fish.,Some libraries are exited by the,students,fish,syntax,s-selection,animate_subject_passive,True,True,False,False,647,pastor
648,Carmen isn't respected by the doctors.,Carmen isn't respected by the foot.,Carmen isn't respected by the,doctors,foot,syntax,s-selection,animate_subject_passive,True,True,False,False,648,歌
649,Most hills are climbed down by the women.,Most hills are climbed down by the series.,Most hills are climbed down by the,women,series,syntax,s-selection,animate_subject_passive,True,True,False,False,649,dae
650,Karla isn't described by some lady.,Karla isn't described by some organizations.,Karla isn't described by some,lady,organizations,syntax,s-selection,animate_subject_passive,True,True,False,False,650,歌
651,This driver was kissed by some doctor.,This driver was kissed by some muffins.,This driver was kissed by some,doctor,muffins,syntax,s-selection,animate_subject_passive,True,True,False,False,651,ウ
652,The libraries aren't skated around by the boys.,The libraries aren't skated around by the candle.,The libraries aren't skated around by the,boys,candle,syntax,s-selection,animate_subject_passive,True,True,False,False,652,gay
653,Most newspaper articles aren't cleaned by the children.,Most newspaper articles aren't cleaned by the doors.,Most newspaper articles aren't cleaned by the,children,doors,syntax,s-selection,animate_subject_passive,True,True,False,False,653,歌
654,Every snake wasn't thought about by the students.,Every snake wasn't thought about by the sketches.,Every snake wasn't thought about by the,students,sketches,syntax,s-selection,animate_subject_passive,True,True,False,False,654,stand
655,A lot of plays are concealed by the patient.,A lot of plays are concealed by the gloves.,A lot of plays are concealed by the,patient,gloves,syntax,s-selection,animate_subject_passive,True,True,False,False,655,歌
656,Gina was escaped from by the guy.,Gina was escaped from by the hamster.,Gina was escaped from by the,guy,hamster,syntax,s-selection,animate_subject_passive,True,True,False,False,656,歌
657,Many patients aren't listened to by the girls.,Many patients aren't listened to by the drawing.,Many patients aren't listened to by the,girls,drawing,syntax,s-selection,animate_subject_passive,True,True,False,False,657,understand
658,Angela was forgotten by some ladies.,Angela was forgotten by some paralyses.,Angela was forgotten by some,ladies,paralyses,syntax,s-selection,animate_subject_passive,True,True,False,False,658,rises
659,Irene is hated by the women.,Irene is hated by the diagnosis.,Irene is hated by the,women,diagnosis,syntax,s-selection,animate_subject_passive,True,True,False,False,659,rises
660,Deanna is described by the teachers.,Deanna is described by the cups.,Deanna is described by the,teachers,cups,syntax,s-selection,animate_subject_passive,True,True,False,False,660,rises
661,Some ladder wasn't climbed up by some customer.,Some ladder wasn't climbed up by some bicycle.,Some ladder wasn't climbed up by some,customer,bicycle,syntax,s-selection,animate_subject_passive,True,True,False,False,661,charlotte
662,This restaurant wasn't boycotted by the men.,This restaurant wasn't boycotted by the committees.,This restaurant wasn't boycotted by the,men,committees,syntax,s-selection,animate_subject_passive,True,True,False,False,662,lead
663,Monica is investigated by the actors.,Monica is investigated by the geese.,Monica is investigated by the,actors,geese,syntax,s-selection,animate_subject_passive,True,True,False,False,663,rises
664,An art gallery is run around by some waiters.,An art gallery is run around by some candle.,An art gallery is run around by some,waiters,candle,syntax,s-selection,animate_subject_passive,True,True,False,False,664,resulting
665,Valerie is known by the guest.,Valerie is known by the picture.,Valerie is known by the,guest,picture,syntax,s-selection,animate_subject_passive,True,True,False,False,665,pastor
